YEAR,GEOGRAPHY_CODE,GVA,JOBS,HOUSEHOLDS
2048,E07000012,8317.379129289338,70.28282178764562,0
2049,E07000012,8905.607069783142,73.85804078192031,0
2050,E07000012,9526.91183242071,77.54442847509382,0
2020,E07000009,72.33350144250244,1.4441184567747953,0
2021,E07000009,100.1072324996253,1.9257342957782484,0
2022,E07000009,128.3487432718382,2.395608597519626,0
2023,E07000009,157.57861292265784,2.8659943402462957,0
2024,E07000009,187.8706618945937,3.337150296712146,0
2025,E07000009,220.76771690131113,3.8413411775479744,0
2026,E07000009,254.2078510297356,4.331837778357041,0
2027,E07000009,290.6549446445806,4.862917130635573,0
2028,E07000009,329.5027821227677,5.417862656620365,0
2029,E07000009,369.7871454910123,5.977964328168461,0
2030,E07000009,410.6847159103222,6.527518829776923,0
2031,E07000009,455.8736298804788,7.127829725853388,0
2032,E07000009,502.2306698511902,7.725207632351307,0
2033,E07000009,551.2088985225041,8.343970392886618,0
2034,E07000009,602.813310076936,8.982443259456183,0
2035,E07000009,657.0603373682497,9.63695907788118,0
2036,E07000009,713.960203332063,10.305858478101968,0
2037,E07000009,773.4673270003282,10.98749006945512,0
2038,E07000009,835.8548005157863,11.684210641065619,0
2039,E07000009,900.8717733493149,12.391385367492035,0
2040,E07000009,968.7157475711592,13.11038801976543,0
2041,E07000009,1039.4197916547619,13.840601181967202,0
2042,E07000009,1112.9806351280636,14.581416473494144,0
2043,E07000009,1189.495762243264,15.33223477716436,0
2044,E07000009,1269.2002853635813,16.095466473320236,0
2045,E07000009,1352.4476074860618,16.87453168009047,0
2046,E07000009,1439.1317552394107,17.665860499976496,0
2047,E07000009,1529.3126445990015,18.46989327293349,0
2048,E07000009,1623.3488769481582,19.289080836121045,0
2049,E07000009,1721.3169115115816,20.122884790502987,0
2050,E07000009,1823.2682480959024,20.970777774480702,0
2020,E07000011,131.59947577489402,2.2910311755210273,0
2021,E07000011,173.9990667456168,2.9369624827324117,0
2022,E07000011,216.18809859215253,3.5479779749779254,0
2023,E07000011,259.4726301244127,4.152293558514472,0
2024,E07000011,304.36539369009097,4.758128457235415,0
2025,E07000011,353.9385427694624,5.424705267053312,0
2026,E07000011,403.9247288547258,6.060250011221541,0
2027,E07000011,458.5689555690615,6.756992196611293,0
2028,E07000011,517.3870115742411,7.499164870962048,0
2029,E07000011,578.4478731034569,8.248004681121557,0
2030,E07000011,640.6622873633551,8.984751932295055,0
2031,E07000011,711.195361991232,9.8266506483195,0
2032,E07000011,782.5940662092498,10.64494863298357,0
2033,E07000011,857.9313698242058,11.491897532410078,0
2034,E07000011,937.4777925795215,12.368752898521848,0
2035,E07000011,1020.8186939641009,13.264774253608849,0
2036,E07000011,1108.0424063520377,14.179225156017921,0
2037,E07000011,1199.0915827313847,15.108373266983861,0
2038,E07000011,1294.0264471845103,16.05149041862387,0
2039,E07000011,1392.6030640022345,17.00385268311473,0
2040,E07000011,1494.8986968582922,17.963740443075707,0
2041,E07000011,1601.022411551473,18.93243846317759,0
2042,E07000011,1710.7469480334075,19.905235963000877,0
2043,E07000011,1824.3183009943205,20.88442669116499,0
2044,E07000011,1941.87190006963,21.870309000751874,0
2045,E07000011,2063.795682468194,22.866185926047237,0
2046,E07000011,2190.1054702348447,23.870365260623487,0
2047,E07000011,2320.8168736733824,24.88215963678799,0
2048,E07000011,2456.2170842592395,25.902886606422115,0
2049,E07000011,2596.54638557607,26.93386872323569,0
2050,E07000011,2741.96441642469,27.975433626462774,0
2020,E07000099,51.827211512872964,0.8962718883087035,0
2021,E07000099,68.10106046817509,1.0828314848991667,0
2022,E07000099,84.51400092783979,1.2593157716359826,0
2023,E07000099,101.17979880399844,1.4287597355623163,0
2024,E07000099,119.54792358726309,1.6201986997216196,0
2025,E07000099,141.47379903715046,1.8626683265859114,0
2026,E07000099,160.75230083233828,2.0462046215203102,0
2027,E07000099,185.69091309001305,2.31484393628498,0
2028,E07000099,212.14269175238223,2.5936229725738897,0
2029,E07000099,240.09659047836794,2.883578785591709,0
2030,E07000099,268.76805084693797,3.1717487876687542,0
2031,E07000099,299.56975815317674,3.480170751914443,0
2032,E07000099,331.91091367793706,3.800882815909887,0
2033,E07000099,366.7574938005828,4.145923485439866,0
2034,E07000099,404.2067109153395,4.516331638264688,0
2035,E07000099,443.1442638319895,4.891146527932335,0
2036,E07000099,483.5758152019407,5.269407787631394,0
2037,E07000099,525.4929265018,5.651155434085226,0
2038,E07000099,568.8645973859875,6.0344298714876885,0
2039,E07000099,613.6038181760596,6.418271895481126,0
2040,E07000099,659.5639525116603,6.79972269717662,0
2041,E07000099,706.9872034496448,7.181823867217844,0
2042,E07000099,755.6769499254979,7.5616173998878935,0
2043,E07000099,805.6627767316359,7.94014569726032,0
2044,E07000099,857.0806075525052,8.317451573394749,0
2045,E07000099,909.982423350506,8.694578258577309,0
2046,E07000099,964.2677033826194,9.069569403606664,0
2047,E07000099,1020.0254794523471,9.443469084125866,0
2048,E07000099,1077.3434809200226,9.816321805000811,0
2049,E07000099,1136.1074442867712,10.18717250474559,0
2050,E07000099,1196.3576014431628,10.556066559995486,0
2020,E07000242,135.7379500949246,2.000706559432288,0
2021,E07000242,171.73724588803816,2.4219797270124985,0
2022,E07000242,208.1685180128825,2.8306747044775307,0
2023,E07000242,245.50765525560928,3.234882950085975,0
2024,E07000242,284.33493327373617,3.6446971765266056,0
2025,E07000242,325.32611456763243,4.072211369214514,0
2026,E07000242,365.33554981266843,4.452520804862715,0
2027,E07000242,410.87727450284456,4.910722070333122,0
2028,E07000242,459.2717044678848,5.389913081771255,0
2029,E07000242,510.2600822046343,5.886193104028948,0
2030,E07000242,563.2247767582994,6.387662770379535,0
2031,E07000242,620.1706798301466,6.922424102530059,0
2032,E07000242,678.803146780806,7.455580530934512,0
2033,E07000242,740.6834855778252,8.012236915413894,0
2034,E07000242,805.7542239560053,8.589499566086005,0
2035,E07000242,873.563938609569,9.17647626461158,0
2036,E07000242,944.1028904174973,9.772276285760285,0
2037,E07000242,1017.4090150664197,10.37601041930185,0
2038,E07000242,1093.573246977715,10.986790992227554,0
2039,E07000242,1172.366362908696,11.600731891306836,0
2040,E07000242,1253.8217198365737,12.21694858598427,0
2041,E07000242,1338.200781150841,12.837558151621792,0
2042,E07000242,1425.2770997976377,13.459679293092151,0
2043,E07000242,1515.2894052511765,14.084432368728272,0
2044,E07000242,1608.2881048560448,14.71193941463423,0
2045,E07000242,1704.4706132030078,15.343324169363399,0
2046,E07000242,1803.7548621878377,15.975712098969439,0
2047,E07000242,1906.311590389908,16.611230422435582,0
2048,E07000242,2012.289635732377,17.250008137488337,0
2049,E07000242,2121.650572823666,17.890176046801145,0
2050,E07000242,2234.5099633729105,18.531866784594214,0
2020,E07000243,63.64744768360333,1.0723269942227063,986
2021,E07000243,78.02953142816705,1.259953741431353,986
2022,E07000243,92.24665216111589,1.4375213365961486,986
2023,E07000243,106.68584780587389,1.6110660803019599,986
2024,E07000243,122.94725623369504,1.8116246183101907,986
2025,E07000243,141.93825602026482,2.0512339449483648,986
2026,E07000243,159.03096015311394,2.240931406534095,986
2027,E07000243,180.0511965402261,2.4927547048335086,986
2028,E07000243,201.79253661909206,2.7437419005550296,986
2029,E07000243,224.7137838459107,3.003931416878281,986
2030,E07000243,247.8825222993828,3.2573620430189223,986
2031,E07000243,272.61746757362016,3.5220729378295275,986
2032,E07000243,299.01344682348326,3.8041036334370872,986
2033,E07000243,327.438007077571,4.107494038917324,986
2034,E07000243,358.065898099469,4.4332844440063965,986
2035,E07000243,389.5893109320259,4.758515522850018,986
2036,E07000243,422.1470558374558,5.0852283377910865,986
2037,E07000243,455.70830561630555,5.412464343195303,986
2038,E07000243,490.24925915434596,5.739265389315996,986
2039,E07000243,525.7825510877929,6.065673726198035,986
2040,E07000243,562.2286066119409,6.390732007621523,986
2041,E07000243,599.6725599041574,6.714483295085472,986
2042,E07000243,637.9645089770611,7.0359710618321785,986
2043,E07000243,677.4232538529873,7.358239196912294,986
2044,E07000243,717.8546478472754,7.67933200929145,986
2045,E07000243,759.4826500525414,8.00029423199863,986
2046,E07000243,802.148766866826,8.320171026316686,986
2047,E07000243,845.8340909191229,8.638007986015658,986
2048,E07000243,890.8134502976827,8.956851141629173,986
2049,E07000243,936.7645461308057,9.272746964774342,986
2050,E07000243,983.8970335863141,9.587742372515784,986
2020,E07000178,309.5831178150147,4.424515479768559,4930
2021,E07000178,394.8661989182374,5.503830748038837,4930
2022,E07000178,481.0848171600719,6.544956630789784,4930
2023,E07000178,565.6569865787078,7.499216369422811,4930
2024,E07000178,651.3382561943527,8.416938872456939,4930
2025,E07000178,739.6323907533106,9.327458822738862,4930
2026,E07000178,836.9537495677914,10.333116786765288,4930
2027,E07000178,942.6999298109313,11.427259326161419,4930
2028,E07000178,1054.9684952121506,12.564239111356812,4930
2029,E07000178,1172.8877934623815,13.726415037504921,4930
2030,E07000178,1293.2141899056733,14.860152342689872,4930
2031,E07000178,1431.7800087932264,16.205822728467723,4930
2032,E07000178,1571.6998967043983,17.498804482788103,4930
2033,E07000178,1718.2255585122075,18.819482605344803,4930
2034,E07000178,1871.2832061909558,20.162248935404165,4930
2035,E07000178,2031.3338728393137,21.531502282161114,4930
2036,E07000178,2197.8016192056384,22.913648557673127,4930
2037,E07000178,2371.3573916918867,24.31610091242544,4930
2038,E07000178,2552.870332414146,25.747279873578833,4930
2039,E07000178,2741.3190305378193,27.18861348595553,4930
2040,E07000178,2937.334276036867,28.645537455817333,4930
2041,E07000178,3141.222343266716,30.118495297492757,4930
2042,E07000178,3353.0148170314114,31.60593848291063,4930
2043,E07000178,3573.0362629186293,33.108326594098315,4930
2044,E07000178,3801.709336013948,34.62712747870518,4930
2045,E07000178,4039.4893255157513,36.16281740861112,4930
2046,E07000178,4286.422491714908,37.713881241683566,4930
2047,E07000178,4542.986619911411,39.281812586745815,4930
2048,E07000178,4809.52499816851,40.8671139718214,4930
2049,E07000178,5086.330624902519,42.469297015721025,4930
2050,E07000178,5373.427605286091,44.083882603039626,4930
2020,E07000180,131.3023614850781,1.8334782358765551,0
2021,E07000180,181.25204316279178,2.4372613016598876,0
2022,E07000180,234.09329365435678,3.0571415039271983,0
2023,E07000180,289.97368128944254,3.6953580551636662,0
2024,E07000180,349.455609765344,4.359154960927015,0
2025,E07000180,413.2350987564505,5.056781119584329,0
2026,E07000180,478.4500518708519,5.735490424153312,0
2027,E07000180,550.3099948320942,6.485541866293104,0
2028,E07000180,626.136025682772,7.257199642490164,0
2029,E07000180,705.3004862667067,8.039733262485626,0
2030,E07000180,786.7645255071002,8.818417659991766,0
2031,E07000180,873.9679051720677,9.630533305746354,0
2032,E07000180,963.626277100092,10.436366322953987,0
2033,E07000180,1057.480657472519,11.258208605165422,0
2034,E07000180,1156.0132768725844,12.099357936646811,0
2035,E07000180,1258.9114685341501,12.954118115291024,0
2036,E07000180,1366.087941568344,13.818799078125565,0
2037,E07000180,1477.9645454869587,14.69671702947197,0
2038,E07000180,1594.5808301031466,15.586194571813039,0
2039,E07000180,1715.9716223426476,16.485560839425005,0
2040,E07000180,1842.43833670614,17.397151634834046,0
2041,E07000180,1974.1699529418602,18.32030956815599,0
2042,E07000180,2111.269857374714,19.255384199381766,0
2043,E07000180,2254.0409534470027,20.203732183669672,0
2044,E07000180,2402.733600336771,21.165717419709438,0
2045,E07000180,2557.543049358487,22.14071120122273,0
2046,E07000180,2718.7457603320117,23.130092371666436,0
2047,E07000180,2886.4244347844315,24.132247482207504,0
2048,E07000180,3060.9398183322555,25.148570953037947,0
2049,E07000180,3242.3546723776562,26.177465238101263,0
2050,E07000180,3430.9462953120455,27.219340993302794,0
2020,E07000179,229.794150674933,3.403916287678399,0
2021,E07000179,299.17476634173363,4.305129645882644,0
2022,E07000179,370.68301296259233,5.199570705705085,0
2023,E07000179,445.3226825689035,6.103827544916086,0
2024,E07000179,522.9156640412893,7.011503760472209,0
2025,E07000179,606.2570459059334,7.965218891077399,0
2026,E07000179,693.3460692811495,8.92560885137523,0
2027,E07000179,787.308969148422,9.949326378092906,0
2028,E07000179,888.1011442035187,11.027041488467646,0
2029,E07000179,993.7716264077471,12.124441951294884,0
2030,E07000179,1102.6953280202824,13.215233770946313,0
2031,E07000179,1222.4173150493862,14.400141684717056,0
2032,E07000179,1345.7578510310395,15.576909673869281,0
2033,E07000179,1475.4429757281723,16.782301488751656,0
2034,E07000179,1611.9324689844752,18.019101188382592,0
2035,E07000179,1755.4376413612663,19.28611369489755,0
2036,E07000179,1905.9739857794311,20.57916536327133,0
2037,E07000179,2063.8648668863307,21.89910456673671,0
2038,E07000179,2229.851322376926,23.251802298333487,0
2039,E07000179,2403.8498719991276,24.632152789034365,0
2040,E07000179,2586.285685861152,26.042074142904625,0
2041,E07000179,2777.8848142724273,27.486508989767074,0
2042,E07000179,2978.370101964005,28.958425155856077,0
2043,E07000179,3188.4260551241996,30.461816352957413,0
2044,E07000179,3408.511761494061,31.9977028865452,0
2045,E07000179,3639.4720705733807,33.57113238344087,0
2046,E07000179,3881.263174497997,35.17718053953381,0
2047,E07000179,4134.423986293339,36.81695188811794,0
2048,E07000179,4399.29618943003,38.489580589414444,0
2049,E07000179,4676.459085152826,40.19623124186613,0
2050,E07000179,4966.123639337424,41.93409971580472,0
2020,E07000181,112.38265015766456,1.7165811211608428,0
2021,E07000181,151.85452504633759,2.236746562858251,0
2022,E07000181,192.83012304610065,2.755729375149251,0
2023,E07000181,235.53178243599586,3.2788046900085632,0
2024,E07000181,281.0585055752067,3.8232543437360675,0
2025,E07000181,330.4665378635809,4.403367050205183,0
2026,E07000181,380.418602560444,4.958438578695791,0
2027,E07000181,436.4680572391021,5.583771936434353,0
2028,E07000181,496.9775990973517,6.245677555966658,0
2029,E07000181,561.113087420852,6.929473487492615,0
2030,E07000181,627.550983819749,7.61448559629531,0
2031,E07000181,700.4306134217372,8.352047765400577,0
2032,E07000181,775.9322190061735,9.091502103606793,0
2033,E07000181,855.8130063030308,9.85519915902843,0
2034,E07000181,940.2435777356814,10.643498138300565,0
2035,E07000181,1028.7904680836768,11.446767131595685,0
2036,E07000181,1121.3425455761621,12.261383343608216,0
2037,E07000181,1218.1478390141046,13.088733330666038,0
2038,E07000181,1319.450909586506,13.9302132441331,0
2039,E07000181,1425.128280347446,14.782229080270781,0
2040,E07000181,1535.498172999247,15.647196936731277,0
2041,E07000181,1650.8274968945616,16.52654327585975,0
2042,E07000181,1771.0832481146272,17.41870519498771,0
2043,E07000181,1896.4521496363504,18.324130703904203,0
2044,E07000181,2027.1849204534847,19.243279009697034,0
2045,E07000181,2163.696361601973,20.17862080916094,0
2046,E07000181,2305.9269225081534,21.127638588975046,0
2047,E07000181,2453.8607576101467,22.08882693385766,0
2048,E07000181,2607.9199823707104,23.06369284291126,0
2049,E07000181,2768.288181928954,24.052756054377447,0
2050,E07000181,2934.7062847875904,25.050549379026094,0
2020,E07000177,192.05665499379938,2.8769519886483437,0
2021,E07000177,254.31419471748723,3.708871006680141,0
2022,E07000177,316.4185201563232,4.504964602178305,0
2023,E07000177,380.26505580681714,5.296491190267929,0
2024,E07000177,446.1098113584294,6.086713787938635,0
2025,E07000177,517.2387793427979,6.9259001029855085,0
2026,E07000177,588.8551369327015,7.731322624760921,0
2027,E07000177,667.5231991792043,8.612258716776125,0
2028,E07000177,752.8107202377323,9.551990711191237,0
2029,E07000177,841.3143549728602,10.498806005233789,0
2030,E07000177,931.2739812991967,11.42799715958509,0
2031,E07000177,1031.1476042174609,12.44286199877763,0
2032,E07000177,1132.5576065999712,13.436703713643794,0
2033,E07000177,1238.7175027888625,14.450830965860803,0
2034,E07000177,1350.0596296003314,15.486557994634722,0
2035,E07000177,1466.6599558313046,16.545204725569334,0
2036,E07000177,1587.9227043975943,17.61409688176552,0
2037,E07000177,1714.1719162906484,18.695566097198068,0
2038,E07000177,1846.0997475561353,19.79595003241819,0
2039,E07000177,1983.1144243324197,20.906592492630523,0
2040,E07000177,2125.3009319255925,22.026843548194776,0
2041,E07000177,2273.354390631568,23.163059657603057,0
2042,E07000177,2426.174645763028,24.302603792984996,0
2043,E07000177,2584.213714972311,25.448845568194614,0
2044,E07000177,2747.677162874009,26.603161369532415,0
2045,E07000177,2917.451364021126,27.772934489159212,0
2046,E07000177,3093.03372912767,28.95155526125812,0
2047,E07000177,3274.407787723332,30.13742120100288,0
2048,E07000177,3461.9155417185266,31.331937146391567,0
2049,E07000177,3655.7549137599963,32.535515403006656,0
2050,E07000177,3855.990573456602,33.7465758917631,0
2020,E06000030,248.4284018101498,3.4756391472957944,0
2021,E06000030,321.85557837919623,4.243596257211635,0
2022,E06000030,395.6273384562937,4.972038975000089,0
2023,E06000030,472.214997319762,5.7012313050283865,0
2024,E06000030,554.2321496635104,6.473442092290583,0
2025,E06000030,642.920164309533,7.301945112848074,0
2026,E06000030,730.0346197477284,8.037019165968161,0
2027,E06000030,831.3265309267645,8.955948167991266,0
2028,E06000030,939.59128621118,9.92202124796097,0
2029,E06000030,1054.0951590387795,10.92153284504846,0
2030,E06000030,1173.3452701873648,11.926782807805978,0
2031,E06000030,1302.098804742056,12.997076495283494,0
2032,E06000030,1436.5534636758548,14.082724880043145,0
2033,E06000030,1578.4671412854987,15.206044653108137,0
2034,E06000030,1728.107029560504,16.367358330881217,0
2035,E06000030,1884.064746050928,17.539994364070623,0
2036,E06000030,2046.0330543620948,18.71528724866073,0
2037,E06000030,2214.603980523929,19.899577638966207,0
2038,E06000030,2390.644292913683,21.103212462808614,0
2039,E06000030,2573.6016064072883,22.31254503885529,0
2040,E06000030,2763.823965354397,23.529935196161006,0
2041,E06000030,2962.2740382824068,24.764749395954567,0
2042,E06000030,3168.6332133594115,26.009360855711492,0
2043,E06000030,3383.267875759542,27.264149675556382,0
2044,E06000030,3606.335482119397,28.527502967038316,0
2045,E06000030,3838.6290601061446,29.805814984325025,0
2046,E06000030,4080.2619032799485,31.095487257859247,0
2047,E06000030,4331.6677761075025,32.39892873052537,0
2048,E06000030,4592.99646028081,33.71255589637292,0
2049,E06000030,4864.849732881628,35.0397929419446,0
2050,E06000030,5147.333043902418,36.37607189025826,0
2020,E06000042,613.6064075129652,8.573274800660414,4930
2021,E06000042,846.7496347121687,11.770994379106355,4930
2022,E06000042,1089.9025665227891,15.007718332592049,4930
2023,E06000042,1346.5231759557319,18.335817182191562,4930
2024,E06000042,1616.786905012128,21.74772072649398,4930
2025,E06000042,1902.255086247318,25.276919583775282,4930
2026,E06000042,2202.290049701629,28.852966775655688,4930
2027,E06000042,2525.8986393965515,32.66347935338604,4930
2028,E06000042,2875.632230272093,36.69814006794272,4930
2029,E06000042,3244.337056475777,40.8466990851411,4930
2030,E06000042,3628.9641239755474,45.06197574701369,4930
2031,E06000042,4048.6540607104125,49.54586038073319,4930
2032,E06000042,4485.346366300411,54.097316156397255,4930
2033,E06000042,4945.875860044029,58.79238099502783,4930
2034,E06000042,5431.477758411362,63.63716952817853,4930
2035,E06000042,5941.7098025369305,68.60787511057998,4930
2036,E06000042,6476.241120545303,73.69077188729534,4930
2037,E06000042,7035.932009462154,78.88621691690034,4930
2038,E06000042,7622.538909324663,84.20465235224111,4930
2039,E06000042,8235.558957249885,89.63160768037429,4930
2040,E06000042,8876.290977520435,95.17370202332995,4930
2041,E06000042,9546.638041059658,100.84264650139363,4930
2042,E06000042,10245.749746554502,106.62424666064427,4930
2043,E06000042,10975.362120598922,112.5274049665392,4930
2044,E06000042,11736.773165121165,118.55612336538479,4930
2045,E06000042,12532.946433736684,124.72850591558574,4930
2046,E06000042,13363.281315130243,131.0297614906181,4930
2047,E06000042,14228.997265627353,137.46220655572714,4930
2048,E06000042,15131.388518910557,144.02826802040715,4930
2049,E06000042,16071.795675218178,150.7314861687812,4930
2050,E06000042,17050.96833918351,157.5685176700534,4930
2020,E06000055,206.30056126251748,3.330459069877193,1972
2021,E06000055,264.66804199292255,4.246033621383447,1972
2022,E06000055,323.6684012397873,5.139760731906605,1972
2023,E06000055,384.37409090144865,6.034929608562777,1972
2024,E06000055,447.4229377484826,6.9398349654643425,1972
2025,E06000055,514.4444421085173,7.882777138487413,1972
2026,E06000055,582.6195029340315,8.803062202568071,1972
2027,E06000055,656.3953808014894,9.792002091586738,1972
2028,E06000055,734.3188306172533,10.811914720897079,1972
2029,E06000055,815.880829523594,11.854124112561962,1972
2030,E06000055,899.9629214909346,12.897960523356488,1972
2031,E06000055,992.055054038352,14.019760575601637,1972
2032,E06000055,1086.6255989716901,15.13786739089339,1972
2033,E06000055,1185.7667950620944,16.28363072679214,1972
2034,E06000055,1289.6305488230437,17.457407116541432,1972
2035,E06000055,1397.769746082039,18.6475600118835,1972
2036,E06000055,1510.3810420942145,19.854459929043315,1972
2037,E06000055,1627.439764291431,21.07648459795297,1972
2038,E06000055,1749.3617766087582,22.31701911479051,1972
2039,E06000055,1875.9304152275645,23.57145609790841,1972
2040,E06000055,2007.3013728688038,24.839195847229902,1972
2041,E06000055,2143.9608627070756,26.125646507191618,1972
2042,E06000055,2285.485559316022,27.42422423331378,1972
2043,E06000055,2432.182310040107,28.737353362481002,1972
2044,E06000055,2584.403534746214,30.06646658701858,1972
2045,E06000055,2742.6366368159634,31.416005132650653,1972
2046,E06000055,2906.6659659122342,32.781418940428935,1972
2047,E06000055,3076.788715603706,34.16416685272429,1972
2048,E06000055,3253.1666835961396,35.56471680337155,1972
2049,E06000055,3435.9782630981845,36.98254601206543,1972
2050,E06000055,3625.3456932158942,38.41814118310292,1972
2020,E07000004,252.73000025048532,3.724316295437262,0
2021,E07000004,328.6689187199863,4.797422793184367,0
2022,E07000004,406.6229525204508,5.863665654904267,0
2023,E07000004,488.29534184340355,6.950376101303718,0
2024,E07000004,574.5920545434292,8.069891277603972,0
2025,E07000004,666.7319612282499,9.240554366871592,0
2026,E07000004,758.8211652609689,10.352714705622205,0
2027,E07000004,858.8603904326037,11.547727901743059,0
2028,E07000004,964.980143036044,12.783955954783863,0
2029,E07000004,1075.4484620625708,14.03476737866319,0
2030,E07000004,1188.4767524092395,15.274537326841653,0
2031,E07000004,1309.5491134455615,16.562647720012507,0
2032,E07000004,1436.2771046232529,17.882487376361283,0
2033,E07000004,1569.6669678406388,19.242452144448905,0
2034,E07000004,1710.1205270268756,20.64494503877107,0
2035,E07000004,1856.7854602167354,22.07037637805064,0
2036,E07000004,2009.5575043968192,23.515163926318834,0
2037,E07000004,2168.607184084646,24.97873303684382,0
2038,E07000004,2334.4243845345327,26.46451679896498,0
2039,E07000004,2506.736310082759,27.966956187893757,0
2040,E07000004,2685.887214657979,29.488500217542366,0
2041,E07000004,2872.134532867708,31.029606096443132,0
2042,E07000004,3065.300398779076,32.58773938682327,0
2043,E07000004,3265.5547786605903,34.162374166899724,0
2044,E07000004,3473.3355544868646,35.755993196461716,0
2045,E07000004,3689.113675276374,37.37008808580923,0
2046,E07000004,3912.7444681068173,39.00215946811707,0
2047,E07000004,4144.630410217915,40.6537171752956,0
2048,E07000004,4384.834815972776,42.323280417421515,0
2049,E07000004,4633.762309372736,44.01237796581242,0
2050,E07000004,4891.50411147386,45.719548339821245,0
2020,E06000032,188.7362764880845,2.830601499564125,986
2021,E06000032,237.8310874701474,3.5348394764985756,986
2022,E06000032,285.85971758731193,4.198673711565078,986
2023,E06000032,334.1140689260228,4.844291802417928,986
2024,E06000032,381.5141153465902,5.446883604237357,986
2025,E06000032,432.5849101441063,6.088641256908218,986
2026,E06000032,475.75679304933055,6.564759212525928,986
2027,E06000032,526.5759138713074,7.147434263234004,986
2028,E06000032,583.5167390437591,7.810865569396469,986
2029,E06000032,641.8422872492001,8.470254688109947,986
2030,E06000032,698.3579638152996,9.070805602058925,986
2031,E06000032,763.0726663358846,9.779724748718692,986
2032,E06000032,827.8699441118342,10.461221049910023,986
2033,E06000032,896.1313802761188,11.170505941709635,986
2034,E06000032,967.6583850917241,11.902793404721265,986
2035,E06000032,1041.7245615611228,12.643299994711072,986
2036,E06000032,1117.9700628717546,13.386244873611986,986
2037,E06000032,1196.4089534166897,14.130849840901874,986
2038,E06000032,1277.052265782716,14.875339365359068,986
2039,E06000032,1359.6335265445923,15.615940617201318,986
2040,E06000032,1444.101022856732,16.350883500610436,986
2041,E06000032,1530.656442548574,17.082400686650516,986
2042,E06000032,1618.9895640253162,17.80672764658064,986
2043,E06000032,1709.118268915101,18.52310268557082,986
2044,E06000032,1801.1758526969243,19.23276697682249,986
2045,E06000032,1895.3470512025706,19.937964596100954,986
2046,E06000032,1991.3394937925532,20.633942556683266,986
