YEAR,GEOGRAPHY_CODE,GVA,JOBS,HOUSEHOLDS
2027,E07000099,185.69091309001305,2.31484393628498,-134.620459838394
2028,E07000099,212.14269175238223,2.5936229725738897,-130.536236383489
2029,E07000099,240.09659047836794,2.883578785591709,-133.391523564097
2030,E07000099,268.76805084693797,3.1717487876687542,-127.66880454247699
2031,E07000099,299.56975815317674,3.480170751914443,-125.07630714129499
2032,E07000099,331.91091367793706,3.800882815909887,-126.642968333699
2033,E07000099,366.7574938005828,4.145923485439866,-126.360798777026
2034,E07000099,404.2067109153395,4.516331638264688,-125.56984546844102
2035,E07000099,443.1442638319895,4.891146527932335,-124.18923013758301
2036,E07000099,483.5758152019407,5.269407787631394,-121.565983489847
2037,E07000099,525.4929265018,5.651155434085226,-120.409915177986
2038,E07000099,568.8645973859875,6.0344298714876885,-121.948152697093
2039,E07000099,613.6038181760596,6.418271895481126,-119.51224389605301
2040,E07000099,659.5639525116603,6.79972269717662,-117.83550556889601
2041,E07000099,706.9872034496448,7.181823867217844,-119.673225245688
2042,E07000099,755.6769499254979,7.5616173998878935,-119.673225245688
2043,E07000099,805.6627767316359,7.94014569726032,-119.673225245688
2044,E07000099,857.0806075525052,8.317451573394749,-119.673225245688
2045,E07000099,909.982423350506,8.694578258577309,-119.673225245688
2046,E07000099,964.2677033826194,9.069569403606664,-119.673225245688
2047,E07000099,1020.0254794523471,9.443469084125866,-119.673225245688
2048,E07000099,1077.3434809200226,9.816321805000811,-119.673225245688
2049,E07000099,1136.1074442867712,10.18717250474559,-119.673225245688
2050,E07000099,1196.3576014431628,10.556066559995486,-119.673225245688
2020,E07000242,135.7379500949246,2.000706559432288,-184.965503559728
2021,E07000242,171.73724588803816,2.4219797270124985,-175.22755309019698
2022,E07000242,208.1685180128825,2.8306747044775307,-187.695726577854
2023,E07000242,245.50765525560928,3.234882950085975,-178.700925966371
2024,E07000242,284.33493327373617,3.6446971765266056,-178.18025595107702
2025,E07000242,325.32611456763243,4.072211369214514,-168.643596767855
2026,E07000242,365.33554981266843,4.452520804862715,-163.908729591613
2027,E07000242,410.87727450284456,4.910722070333122,-169.42033823978997
2028,E07000242,459.2717044678848,5.389913081771255,-163.495811137803
2029,E07000242,510.2600822046343,5.886193104028948,-163.038448394845
2030,E07000242,563.2247767582994,6.387662770379535,-158.718566848658
2031,E07000242,620.1706798301466,6.922424102530059,-159.387556759116
2032,E07000242,678.803146780806,7.455580530934512,-158.985490980567
2033,E07000242,740.6834855778252,8.012236915413894,-153.377241843201
2034,E07000242,805.7542239560053,8.589499566086005,-153.640548416681
2035,E07000242,873.563938609569,9.17647626461158,-153.141842148943
2036,E07000242,944.1028904174973,9.772276285760285,-153.74545761083002
2037,E07000242,1017.4090150664197,10.37601041930185,-148.381135269708
2038,E07000242,1093.573246977715,10.986790992227554,-146.75969390697
2039,E07000242,1172.366362908696,11.600731891306836,-145.28062930770798
2040,E07000242,1253.8217198365737,12.21694858598427,-141.199765014197
2041,E07000242,1338.200781150841,12.837558151621792,-144.961767372785
2042,E07000242,1425.2770997976377,13.459679293092151,-144.961767372785
2043,E07000242,1515.2894052511765,14.084432368728272,-144.961767372785
2044,E07000242,1608.2881048560448,14.71193941463423,-144.961767372785
2045,E07000242,1704.4706132030078,15.343324169363399,-144.961767372785
2046,E07000242,1803.7548621878377,15.975712098969439,-144.961767372785
2047,E07000242,1906.311590389908,16.611230422435582,-144.961767372785
2048,E07000242,2012.289635732377,17.250008137488337,-144.961767372785
2049,E07000242,2121.650572823666,17.890176046801145,-144.961767372785
2050,E07000242,2234.5099633729105,18.531866784594214,-144.961767372785
2020,E07000243,63.64744768360333,1.0723269942227063,-71.4286909805635
2021,E07000243,78.02953142816705,1.259953741431353,-62.8158011792982
2022,E07000243,92.24665216111589,1.4375213365961486,-73.2005194147166
2023,E07000243,106.68584780587389,1.6110660803019599,-75.7803553614347
2024,E07000243,122.94725623369504,1.8116246183101907,-70.9984599257459
2025,E07000243,141.93825602026482,2.0512339449483648,-73.0873415156134
2026,E07000243,159.03096015311394,2.240931406534095,-72.98579148285991
2027,E07000243,180.0511965402261,2.4927547048335086,-75.467178161169
2028,E07000243,201.79253661909206,2.7437419005550296,-77.06588058528051
2029,E07000243,224.7137838459107,3.003931416878281,-74.65451950207391
2030,E07000243,247.8825222993828,3.2573620430189223,-76.31497881633459
2031,E07000243,272.61746757362016,3.5220729378295275,-76.6723419087151
2032,E07000243,299.01344682348326,3.8041036334370872,-80.81858065079909
2033,E07000243,327.438007077571,4.107494038917324,-81.41754496614979
2034,E07000243,358.065898099469,4.4332844440063965,-79.2937797772446
2035,E07000243,389.5893109320259,4.758515522850018,-80.21418999781429
2036,E07000243,422.1470558374558,5.0852283377910865,-82.97102791002459
2037,E07000243,455.70830561630555,5.412464343195303,-82.2265860668252
2038,E07000243,490.24925915434596,5.739265389315996,-82.75474959598229
2039,E07000243,525.7825510877929,6.065673726198035,-80.6671599912657
2040,E07000243,562.2286066119409,6.390732007621523,-77.35993640532821
2041,E07000243,599.6725599041574,6.714483295085472,-77.883190390915
2042,E07000243,637.9645089770611,7.0359710618321785,-77.883190390915
2043,E07000243,677.4232538529873,7.358239196912294,-77.883190390915
2044,E07000243,717.8546478472754,7.67933200929145,-77.883190390915
2045,E07000243,759.4826500525414,8.00029423199863,-77.883190390915
2046,E07000243,802.148766866826,8.320171026316686,-77.883190390915
2047,E07000243,845.8340909191229,8.638007986015658,-77.883190390915
2048,E07000243,890.8134502976827,8.956851141629173,-77.883190390915
2049,E07000243,936.7645461308057,9.272746964774342,-77.883190390915
2050,E07000243,983.8970335863141,9.587742372515784,-77.883190390915
2020,E07000178,277.1928029926394,4.233279162253922,13.736902904567199
2021,E07000178,350.9486255265547,5.211609849431483,23.8249813496381
2022,E07000178,424.8259567735968,6.148039286997431,-3.4545098929875397
2023,E07000178,496.1980837252386,6.993786871804076,-15.0684227997385
